Conventions,G,BADC-CSV,1
title,G,uk-daily-rain-obs
source,G,Met Office MIDAS database
creator,G,Met Office
activity,G,Met Office MIDAS Open: UK Land Surface Stations Data
feature_type,G,point series
collection_name,G,midas-open
collection_version_number,G,dataset-version-202507
history,G,Created 2025-06-24
last_revised_date,G,2025-06-24
observation_station,G,london-st-jamess-park
historic_county_name,G,greater-london
authority,G,Met Office
authority_comments,G,The authority is the latest organisation which owned the station
authority_comments,G,Closed stations without an authority listed have the authority set to NA
midas_station_id,G,00697
location,G,51.505,-0.131
height,G,5,m
date_valid,G,1994-01-01 00:00:00,1994-12-31 23:59:59
midas_qc_version_number,G,1
comments,G,The midas_qc_version_number indicates if the data are original received message (0) or current best version (1)
comments,G,This file contains station observations
comments,G,missing values are identified with the missing data flag
missing_value,G,NA
coordinate_variable,ob_date,t
long_name,ob_date,Date of observation,s
type,ob_date,char
comments,ob_date,Date and time (YYYY-MM-DD HH:MM:SS) of the observation
long_name,id,station identifier,1
type,id,char
comments,id,a station may have more than one id assigned to it designated by the id_type
long_name,id_type,identifier type,1
type,id_type,char
comments,id_type,a station may have more than one id assigned to it defined by id_type
long_name,version_num,midas qc version number,1
type,version_num,int
comments,version_num,The midas_qc_version_number indicates if the data are original received message (0) or current best version (1)
long_name,met_domain_name,message type,1
type,met_domain_name,char
comments,met_domain_name,message type (see MIDAS documentation)
long_name,ob_day_cnt,Observation day count,day
type,ob_day_cnt,int
long_name,ob_end_ctime,clock time at end of observation as HHMM,s
type,ob_end_ctime,char
long_name,src_id,unique source identifier or station site number,1
type,src_id,int
comments,src_id,unique source identifier or station site number
long_name,rec_st_ind,state indicator for the record,1
type,rec_st_ind,int
comments,rec_st_ind,state indicator for the current stage in the life of the record (see MIDAS documentation)
long_name,prcp_amt,Precipitation amount,mm
type,prcp_amt,float
long_name,ob_day_cnt_q,QC code: observation day count,1
type,ob_day_cnt_q,int
long_name,prcp_amt_q,QC code: precipitation amount,1
type,prcp_amt_q,int
long_name,prcp_amt_j,Descriptor: precipitation amount,1
type,prcp_amt_j,int
long_name,meto_stmp_time,Met Office receipt stamp time,s
type,meto_stmp_time,char
comments,meto_stmp_time,Met Office receipt stampe time in format (YYYY-MM-DD HH:MM:SS)
long_name,midas_stmp_etime,Elapsed time to storage in MIDAS ,minutes
type,midas_stmp_etime,int
data
ob_date,id,id_type,version_num,met_domain_name,ob_end_ctime,ob_day_cnt,src_id,rec_st_ind,prcp_amt,ob_day_cnt_q,prcp_amt_q,prcp_amt_j,meto_stmp_time,midas_stmp_etime
1994-02-06 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-06 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-07 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,4.2,0,9,NA,NA,NA
1994-02-07 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,4.2,0,9,NA,NA,NA
1994-02-08 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.2,0,9,NA,NA,NA
1994-02-08 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-09 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.2,0,9,NA,NA,NA
1994-02-09 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.2,0,9,NA,NA,NA
1994-02-10 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-10 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-11 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.6,0,9,NA,NA,NA
1994-02-11 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.6,0,9,NA,NA,NA
1994-02-12 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.8,0,9,NA,NA,NA
1994-02-12 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.8,0,9,NA,NA,NA
1994-02-13 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-13 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-14 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-14 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-15 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,2.0,0,1209,NA,NA,NA
1994-02-15 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,2.0,0,1209,NA,NA,NA
1994-02-16 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.2,0,1209,NA,NA,NA
1994-02-16 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.2,0,1209,NA,NA,NA
1994-02-17 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-17 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-18 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-18 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-19 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-19 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-20 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-20 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-21 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-21 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-22 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.4,0,9,NA,NA,NA
1994-02-22 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.4,0,9,NA,NA,NA
1994-02-23 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,9.0,0,9,NA,NA,NA
1994-02-23 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,9.0,0,9,NA,NA,NA
1994-02-24 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,2.2,0,9,NA,NA,NA
1994-02-24 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,2.2,0,9,NA,NA,NA
1994-02-25 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-25 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-26 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.8,0,9,NA,NA,NA
1994-02-26 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.8,0,9,NA,NA,NA
1994-02-27 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-27 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-02-28 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.4,0,9,NA,NA,NA
1994-02-28 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.4,0,9,NA,NA,NA
1994-03-01 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.2,0,9,NA,NA,NA
1994-03-01 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.2,0,9,NA,NA,NA
1994-03-02 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,3.0,0,9,NA,NA,NA
1994-03-02 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,3.0,0,9,NA,NA,NA
1994-03-03 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-03 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-04 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.0,0,9,NA,NA,NA
1994-03-04 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.0,0,9,NA,NA,NA
1994-03-05 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-05 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-06 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-06 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-07 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-07 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-08 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.4,0,9,NA,NA,NA
1994-03-08 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.4,0,9,NA,NA,NA
1994-03-09 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-09 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-10 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.2,0,9,NA,NA,NA
1994-03-10 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-11 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-11 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-12 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-12 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-13 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.2,0,9,NA,NA,NA
1994-03-13 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.4,0,1209,NA,NA,NA
1994-03-14 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-14 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-15 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,2.2,0,9,NA,NA,NA
1994-03-15 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,2.2,0,9,NA,NA,NA
1994-03-16 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,2.0,0,9,NA,NA,NA
1994-03-16 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,2.0,0,9,NA,NA,NA
1994-03-17 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.4,0,9,NA,NA,NA
1994-03-17 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.4,0,9,NA,NA,NA
1994-03-18 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.4,0,9,NA,NA,NA
1994-03-18 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.4,0,9,NA,NA,NA
1994-03-19 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,8.0,0,9,NA,NA,NA
1994-03-19 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,8.0,0,9,NA,NA,NA
1994-03-20 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-20 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-21 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-21 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-22 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.8,0,1209,NA,NA,NA
1994-03-22 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.8,0,9,NA,NA,NA
1994-03-23 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,3.9,0,1209,NA,NA,NA
1994-03-23 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,3.8,0,9,NA,NA,NA
1994-03-24 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.7,0,1209,NA,NA,NA
1994-03-24 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.4,0,9,NA,NA,NA
1994-03-25 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.4,0,9,NA,NA,NA
1994-03-25 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.4,0,9,NA,NA,NA
1994-03-26 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,2.2,0,9,NA,NA,NA
1994-03-26 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,2.2,0,9,NA,NA,NA
1994-03-27 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-27 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-28 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-28 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-29 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-29 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-30 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-30 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-03-31 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,4.6,0,9,NA,NA,NA
1994-03-31 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,4.6,0,9,NA,NA,NA
1994-04-01 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,7.4,0,9,NA,NA,NA
1994-04-01 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,7.4,0,9,NA,NA,NA
1994-04-02 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.0,0,1209,NA,NA,NA
1994-04-02 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.0,0,9,NA,NA,NA
1994-04-03 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.6,0,1209,NA,NA,NA
1994-04-03 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.6,0,9,NA,NA,NA
1994-04-04 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,8.6,0,1209,NA,NA,NA
1994-04-04 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,8.6,0,9,NA,NA,NA
1994-04-05 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.2,0,1209,NA,NA,NA
1994-04-05 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.2,0,9,NA,NA,NA
1994-04-06 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.4,0,1209,NA,NA,NA
1994-04-06 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.4,0,9,NA,NA,NA
1994-04-07 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.2,0,1209,NA,NA,NA
1994-04-07 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.0,0,9,NA,NA,NA
1994-04-08 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,2.6,0,1209,NA,NA,NA
1994-04-08 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,2.6,0,9,NA,NA,NA
1994-04-09 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,10.0,0,1209,NA,NA,NA
1994-04-09 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,11.0,0,9,NA,NA,NA
1994-04-10 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,4.8,0,1209,NA,NA,NA
1994-04-10 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,5.0,0,9,NA,NA,NA
1994-04-11 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.2,0,1209,NA,NA,NA
1994-04-11 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.0,0,9,NA,NA,NA
1994-04-12 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,1209,NA,NA,NA
1994-04-12 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-04-13 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,6.6,0,1209,NA,NA,NA
1994-04-13 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,6.8,0,9,NA,NA,NA
1994-04-14 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,1209,NA,NA,NA
1994-04-14 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-04-15 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,3.0,0,1209,NA,NA,NA
1994-04-15 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,3.0,0,9,NA,NA,NA
1994-04-16 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,3.0,0,1209,NA,NA,NA
1994-04-16 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,3.0,0,9,NA,NA,NA
1994-04-17 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,1209,NA,NA,NA
1994-04-17 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-04-18 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,1209,NA,NA,NA
1994-04-18 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-04-19 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,1209,NA,NA,NA
1994-04-19 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-04-20 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,1209,NA,NA,NA
1994-04-20 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-04-21 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,1209,NA,NA,NA
1994-04-21 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-04-22 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.2,0,1209,NA,NA,NA
1994-04-22 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.2,0,9,NA,NA,NA
1994-04-23 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,2.4,0,1209,NA,NA,NA
1994-04-23 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,2.4,0,9,NA,NA,NA
1994-04-24 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.2,0,1209,NA,NA,NA
1994-04-24 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.2,0,9,NA,NA,NA
1994-04-25 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.2,0,1209,NA,NA,NA
1994-04-25 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.2,0,9,NA,NA,NA
1994-04-26 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,1209,NA,NA,NA
1994-04-26 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
1994-04-27 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,1.0,0,1209,NA,NA,NA
1994-04-27 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,1.0,0,9,NA,NA,NA
1994-04-28 00:00:00,246262,RAIN,1,DLY3208,900,1,697,1001,0.0,0,1209,NA,NA,NA
1994-04-28 00:00:00,246263,RAIN,1,WADRAIN,900,1,697,1001,0.0,0,9,NA,NA,NA
